"team_roster_id","team_id","valid_from","valid_until","player_id","player_name","nickname","team_main_color","team_secondary_color","position_type_id","position_id","tournament","gameday_from_timestamp","gameday_from_timestamp-2","gamephase_from_timestamp","gamephase_from_timestamp-2"
37959,"bb4a9de5-c924-4923-a0cb-9d1445f1ee5d","2021-03-04 16:31:15.712003",NULL,"b93f4c32-64e4-4461-b708-05f6f7f6bbc2","Atma Willowtree","Worms","#5c4822","#ba9c65",2,4,-1,"(11,72)","(0,0)","(11,,,LATESIESTA)",NULL
38446,"8d87c468-699a-47a8-b40d-cfb73a5660ad","2021-04-09 20:01:03.057","2021-04-11 18:16:10.712","b9d97990-df0b-4b8f-ac85-61c44ab29a3d","Lorcan Smaht","Crabs","#593037","#b05c6b",2,8,-1,"(14,98)","(-1,113)","(14,,,PRE_POSTSEASON)","(-1,,,ELECTIONS)"
38481,"8d87c468-699a-47a8-b40d-cfb73a5660ad","2021-04-11 18:16:10.712","2021-04-22 21:13:49.712017","b9d97990-df0b-4b8f-ac85-61c44ab29a3d","Lorcan Smaht","Crabs","#593037","#b05c6b",2,9,-1,"(-1,113)","(16,76)","(-1,,,ELECTIONS)","(16,,76,LATESEASON)"
39037,"8d87c468-699a-47a8-b40d-cfb73a5660ad","2021-04-22 21:13:49.712017",NULL,"b9d97990-df0b-4b8f-ac85-61c44ab29a3d","Lorcan Smaht","Crabs","#593037","#b05c6b",1,0,-1,"(16,76)","(0,0)","(16,,76,LATESEASON)",NULL
36633,"b63be8c2-576a-4d6e-8daf-814f8bcea96f","2020-07-29 08:12:22.438","2020-08-26 03:21:04.279","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Dale","#9141ba","#cd76fa",0,8,-1,"(1,27)","(3,35)","(1,,27,GAMEDAY)","(3,,35,GAMEDAY)"
36837,"105bc3ff-1320-4e37-8ef0-8d595cb95dd0","2020-08-26 03:21:04.279","2020-09-04 11:20:11.206","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Garages","#2b4075","#5a83ea",0,2,-1,"(3,35)","(4,91)","(3,,35,GAMEDAY)","(4,,91,GAMEDAY)"
36961,"105bc3ff-1320-4e37-8ef0-8d595cb95dd0","2020-09-04 11:20:11.206","2020-09-26 15:01:03.709","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Garages","#2b4075","#5a83ea",0,0,-1,"(4,91)","(7,101)","(4,,91,GAMEDAY)","(7,,101,POSTSEASON)"
37135,"23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","2020-09-26 15:01:03.709","2020-10-11 02:23:59.998019","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Pies","#399d8f","#58c3b4",0,3,-1,"(7,101)","(8,115)","(7,,101,POSTSEASON)","(8,,,BOSS_FIGHT)"
37210,"23e4cbc1-e9cd-47fa-a35b-bfa06f726cb7","2020-10-11 02:23:59.998019","2021-03-07 19:01:07.226651","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Pies","#399d8f","#58c3b4",0,2,-1,"(8,115)","(-1,115)","(8,,,BOSS_FIGHT)","(11,,,ELECTIONS)"
38027,"bb4a9de5-c924-4923-a0cb-9d1445f1ee5d","2021-03-07 19:01:07.226651","2021-04-18 18:01:08.705322","bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Worms","#5c4822","#ba9c65",0,8,-1,"(-1,115)","(15,116)","(11,,,ELECTIONS)","(15,,,POSTSEASON_END)"
38792,"bb4a9de5-c924-4923-a0cb-9d1445f1ee5d","2021-04-18 18:01:08.705322",NULL,"bbf9543f-f100-445a-a467-81d7aab12236","Farrell Seagull","Worms","#5c4822","#ba9c65",0,7,-1,"(15,116)","(0,0)","(15,,,POSTSEASON_END)",NULL
37975,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a","2021-03-04 16:31:15.712003","2021-04-08 23:18:45.250564","bc29afc1-c954-4def-978b-a59ae5def3c3","Rigby Friedrich","Georgias","#00dbc2","#5cffec",1,0,-1,"(11,72)","(14,78)","(11,,,LATESIESTA)","(14,,78,LATESEASON)"
38437,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a","2021-04-08 23:18:45.250564","2021-04-11 18:16:10.94717","bc29afc1-c954-4def-978b-a59ae5def3c3","Rigby Friedrich","Georgias","#00dbc2","#5cffec",1,2,-1,"(14,78)","(-1,113)","(14,,78,LATESEASON)","(-1,,,ELECTIONS)"
38606,"d9f89a8a-c563-493e-9d64-78e4f9a55d4a","2021-04-11 18:16:10.94717",NULL,"bc29afc1-c954-4def-978b-a59ae5def3c3","Rigby Friedrich","Georgias","#00dbc2","#5cffec",1,1,-1,"(-1,113)","(0,0)","(-1,,,ELECTIONS)",NULL
36855,"979aee4a-6d80-4863-bf1c-ee1a78e06024","2020-08-28 15:19:33.696","2020-08-28 19:52:04.574","bc4187fa-459a-4c06-bbf2-4e0e013d27ce","Sixpack Dogwalker","Fridays","#3ee652","#3ee652",0,5,-1,"(3,85)","(3,87)","(3,,85,GAMEDAY)","(3,,87,GAMEDAY)"
36438,"7966eb04-efcc-499b-8f03-d13916330531","2020-07-29 08:12:22.438","2020-07-30 11:14:09.04","bca38809-81de-42ff-94e3-1c0ebfb1e797","Famous Oconnor","Magic","#bf0043","#f60f63",1,4,-1,"(1,27)","(1,54)","(1,,27,GAMEDAY)","(1,,54,GAMEDAY)"
36658,"b72f3061-f573-40d7-832a-5ad475bd7909","2020-07-29 08:12:22.438","2020-09-20 19:15:35.88","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",0,8,-1,"(1,27)","(6,112)","(1,,27,GAMEDAY)","(6,,,END_POSTSEASON)"
37094,"b72f3061-f573-40d7-832a-5ad475bd7909","2020-09-20 19:15:35.88","2021-03-09 18:40:02.947168","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",0,3,-1,"(6,112)","(12,27)","(6,,,END_POSTSEASON)","(12,,,EARLYSIESTA)"
38060,"b72f3061-f573-40d7-832a-5ad475bd7909","2021-03-09 18:40:02.947168","2021-03-09 18:40:04.171223","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",0,5,-1,"(12,27)","(12,27)","(12,,,EARLYSIESTA)","(12,,,EARLYSIESTA)"
38067,"b72f3061-f573-40d7-832a-5ad475bd7909","2021-03-09 18:40:04.171223","2021-03-09 18:40:05.658367","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",0,3,-1,"(12,27)","(12,27)","(12,,,EARLYSIESTA)","(12,,,EARLYSIESTA)"
38078,"b72f3061-f573-40d7-832a-5ad475bd7909","2021-03-09 18:40:05.658367","2021-03-21 18:01:06.632524","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",0,5,-1,"(12,27)","(-1,116)","(12,,,EARLYSIESTA)","(13,,,ELECTIONS)"
38316,"b72f3061-f573-40d7-832a-5ad475bd7909","2021-03-21 18:01:06.632524","2021-04-11 18:16:10.94717","bd24e18b-800d-4f15-878d-e334fb4803c4","Helga Burton","Lovers","#780018","#da0000",2,8,-1,"(-1,116)","(-1,113)","(13,,,ELECTIONS)","(-1,,,ELECTIONS)"
